Player_Id,player_name,value_euro,predicted_value_euro,age,sliding_tackle,agility,short_passing,interceptions,jumping,positioning,curve,crossing,freekick_accuracy
159065,E. Lavezzi,"7,999,999","618,848",33,37,87,80,31,82,82,83,77,79
161648,H. Ben Arfa,"11,000,000","949,183",32,21,82,78,36,74,72,76,70,73
163155,B. Foster,"3,000,000","1,077,211",35,14,45,36,23,75,14,15,15,17
163264,T. Heaton,"6,999,999","25,461",32,13,54,32,24,73,12,15,17,13
164029,Charles,"6,500,000","1,703,852",34,27,86,69,18,91,83,78,51,53
164468,G. Cahill,"6,999,999","1,094,896",33,79,49,63,77,80,45,48,28,27
213655,A. Iwobi,"13,999,999","794,594",22,23,78,81,24,47,75,63,69,40
213666,R. Loftus-Cheek,"14,500,000","13,292,476",23,61,76,83,57,59,79,58,62,57
213732,A. Selikhov,"9,499,999","449,496",24,18,35,33,25,70,15,14,16,15
214026,J. Mojica,"10,500,000","353,802",26,79,74,78,72,73,69,74,79,68
214766,C. Izquierdoz,"7,999,999","503,752",30,78,36,66,80,85,35,32,44,26
215223,W. Benítez,"9,499,999","6,797,426",26,17,43,26,21,57,18,19,12,17
215466,N. Maksimović,"11,000,000","472,625",27,79,49,59,80,67,29,29,45,23
215716,A. Mitrović,"13,999,999","962,959",24,13,67,70,14,82,82,39,29,52
216065,M. Sportiello,"8,500,000","804,187",26,13,55,32,29,68,18,14,13,21
216189,Capa,"10,500,000","910,011",26,80,75,73,73,77,76,55,77,58
216373,Marcelo Goiano,"7,499,999","209,213",31,77,77,75,77,72,69,68,78,34
216393,Y. Tielemans,"15,999,999","383,366",21,69,67,78,71,65,74,84,76,74
216435,S. Lobotka,"13,999,999","500,220",24,68,78,84,74,82,67,68,68,55
216497,M. Philipp,"13,999,999","2,133,960",25,39,83,78,39,59,78,68,66,65
216643,L. Dubois,"11,000,000","314,101",24,82,69,79,76,69,69,68,77,56
199915,L. Dunk,"11,000,000","1,263,180",27,78,47,71,78,72,30,23,32,39
200607,C. Schindler,"10,000,000","1,225,709",28,78,56,68,81,74,27,45,49,33
200641,Y. Konoplyanka,"10,500,000","1,289,118",29,27,83,77,37,62,76,83,72,80
200677,Pedro Mendes,"10,000,000","195,425",28,78,55,66,80,74,25,48,25,52
201046,R. Saponara,"11,000,000","463,100",27,30,72,80,30,64,78,80,74,70
201510,L. Kurzawa,"10,500,000","464,566",26,79,75,80,74,82,76,73,79,53
201922,M. Hinteregger,"10,500,000","108,572",26,80,62,63,76,85,61,58,53,63
202429,D. da Costa,"10,500,000","199,769",25,74,68,75,74,81,67,64,79,49
202642,Fernando,"10,500,000","666,087",27,77,74,81,80,80,47,82,60,84
202750,W. Boly,"10,000,000","173,120",28,78,55,71,76,62,43,43,50,35
202789,A. Schwolow,"8,500,000","34,004,157",26,9,40,26,13,72,10,13,9,16
202851,G. Defrel,"11,000,000","63,616",27,18,82,67,37,42,81,67,70,69
202935,Álvaro,"9,499,999","1,273,512",29,81,68,69,79,92,45,47,51,45
203106,L. Bittencourt,"12,999,999","2,747,829",25,55,92,79,52,72,70,77,73,70
203299,A. Carrillo,"11,000,000","562,894",27,25,80,73,34,73,74,78,78,55
203362,M. Elyounoussi,"13,999,999","520,759",24,44,79,80,36,81,71,73,77,64
183497,O. Karnezis,"6,000,000","5,443,427",33,24,45,22,23,64,10,11,19,11
190149,De Marcos,"7,999,999","1,389,137",29,74,76,75,76,78,78,77,80,53
193476,R. Cabella,"10,500,000","508,483",29,32,91,79,56,41,69,75,73,78
150724,J. Hart,"6,500,000","242,472",31,13,50,34,25,69,14,17,14,13
159171,Jurado,"7,999,999","5,841,205",32,27,80,80,40,65,78,80,79,78
186302,E. Hernández,"10,000,000","384,310",30,52,80,79,42,70,70,75,80,67
192445,D. Ginczek,"12,000,000","833,358",27,19,54,64,29,64,79,49,31,58
199354,Lucas Pérez,"10,500,000","174,198",30,26,70,75,38,63,78,82,74,77
158133,J. Farfán,"6,500,000","442,770",34,29,75,73,39,76,75,82,78,75
172723,A. Begović,"6,500,000","1,463,036",31,12,52,26,21,38,11,17,14,15
189606,J. Baumgartlinger,"7,499,999","109,284",31,75,65,81,77,80,62,47,63,49
178085,Granero,"9,499,999","416,333",31,62,68,82,74,53,71,80,79,78
173474,Z. Junuzović,"9,499,999","298,258",31,63,86,77,75,68,70,88,83,82
172962,V. Moses,"11,000,000","117,918",28,71,76,76,73,66,76,75,76,61
158626,M. Debuchy,"5,499,999","431,588",33,78,74,75,77,81,66,74,77,61
219145,G. Maripán,"10,000,000","1,060,932",24,73,31,66,77,68,28,29,41,27
146952,Iván Cuéllar,"3,599,999","3,613,228",34,15,57,23,18,65,12,25,35,20
177159,F. Johnson,"8,500,000","1,353,038",31,73,73,76,65,69,74,72,76,57
236295,Aarón Martín,"10,500,000","467,583",21,75,69,77,78,61,60,71,80,54
229636,G. Pereiro,"12,000,000","728,154",23,36,74,75,30,70,75,74,73,73
185090,B. Moukandjo,"8,999,999","1,309,021",30,19,83,69,32,71,77,71,75,71
177666,M. Harnik,"7,999,999","1,368,588",31,42,69,72,39,90,78,73,68,52
205569,J. Ward-Prowse,"12,000,000","677,613",24,60,75,84,65,66,65,88,89,83
184575,R. Alessandrini,"10,000,000","1,457,370",29,34,93,72,33,61,75,78,76,76
172287,Manu García,"6,000,000","2,213,720",32,75,66,77,79,79,61,52,65,54
190717,M. Antonio,"10,500,000","459,244",28,53,84,73,40,89,76,66,74,60
184826,Adrien Silva,"10,000,000","511,150",29,72,67,81,78,53,73,79,77,74
193011,S. Cook,"8,500,000","5,405,819",27,77,55,70,78,75,21,31,41,30
189682,B. Mee,"8,500,000","203,299",29,78,63,59,79,93,38,45,60,31
164082,Adriano,"3,999,999","12,243,776",34,78,77,79,78,75,77,84,81,69
178416,J. Lens,"10,000,000","3,103,974",31,32,75,74,23,74,71,71,79,68
189250,S. Rondón,"8,999,999","930,028",29,13,66,68,33,71,77,53,48,52
208450,Andreas Pereira,"11,500,000","809,926",23,63,79,80,70,62,71,80,78,80
162369,V. Ibišević,"5,499,999","1,916,395",34,22,60,77,30,71,82,73,65,56
205632,L. Ocampos,"12,000,000","387,200",24,48,77,75,67,76,71,69,75,65
183871,N. Müller,"8,500,000","5,703,964",31,37,85,71,48,78,75,65,75,61
230463,Simão Acunha,"8,500,000","930,261",31,22,81,79,45,64,67,87,74,61
219455,J. Calleri,"12,000,000","590,029",25,32,72,66,37,83,79,57,56,35
215871,A. Jahanbakhsh,"11,500,000","194,505",25,40,76,72,42,87,72,64,71,46
189757,A. Prijović,"8,999,999","21,676,463",28,29,54,64,31,74,80,52,45,43
177723,Fabricio,"5,499,999","14,363,697",31,11,57,44,26,73,14,19,15,15
213051,M. Elneny,"8,999,999","257,605",26,72,65,78,76,69,63,69,66,56
223033,Jorge Meré,"11,500,000","10,044,368",21,77,67,74,79,81,25,34,30,33
199737,Wilson Eduardo,"9,499,999","2,158,166",28,23,73,73,24,64,79,82,75,71
227127,Álex Remiro,"8,500,000","542,575",23,18,69,29,20,61,11,14,12,17
196150,T. Gutiérrez,"5,499,999","719,798",33,20,72,73,25,80,81,67,70,63
142902,A. Pyatov,"3,599,999","1,353,288",34,10,56,29,23,73,14,14,13,16
212602,Diego Llorente,"10,500,000","678,481",25,78,65,76,80,79,43,30,55,35
168312,I. Abate,"6,000,000","1,757,940",32,75,75,76,75,75,74,69,75,44
157304,T. Vermaelen,"5,000,000","870,370",33,80,61,80,73,90,41,61,63,64
205431,N. Füllkrug,"10,500,000","3,624,872",26,17,63,67,24,67,82,69,63,69
200054,Pedro Obiang,"8,999,999","78,971",26,77,68,77,76,72,60,56,68,62
216437,Wallace,"10,000,000","2,743,789",24,78,46,57,81,71,25,33,34,29
205427,Djaniny,"10,500,000","3,572,025",27,21,76,70,47,71,78,64,63,53
183666,Roberto,"5,000,000","1,560,461",33,18,68,39,24,74,17,14,15,14
177519,S. Tasci,"6,000,000","1,262,104",31,78,59,76,74,81,39,37,50,45
172143,L. Schøne,"6,500,000","3,169,674",32,48,68,83,79,77,66,85,81,86
50542,J. Defoe,"4,099,999","4,787,568",36,11,77,66,19,68,85,63,54,68
188524,V. Babacan,"6,999,999","1,326,361",30,15,58,34,27,74,17,16,12,12
185195,O. Ighalo,"8,999,999","28,260,583",29,41,75,61,30,80,84,64,49,53
193130,A. Schürrle,"9,499,999","131,541",28,52,74,75,39,69,80,80,76,70
225126,E. Skhiri,"10,000,000","661,803",23,72,74,75,85,75,56,72,71,55
229476,W. Anton,"11,000,000","383,204",22,76,62,71,78,71,52,37,42,39
152999,R. Palacio,"3,200,000","2,030,568",37,30,79,76,39,76,80,78,70,67
224933,K. Lasagna,"11,500,000","35,352",26,18,81,66,30,76,80,66,60,42
152997,D. Cvitanich,"4,699,999","1,992,659",34,34,72,73,33,81,81,67,64,66
182179,S. De Maio,"6,000,000","1,423,685",32,78,54,50,78,83,19,23,11,39
183714,S. Terodde,"8,500,000","1,049,022",31,19,54,65,23,65,79,38,50,44
177569,J. De Guzmán,"7,999,999","374,454",31,50,79,80,63,78,69,79,79,78
152993,R. Civelli,"2,700,000","505,187",35,67,33,64,73,72,48,37,53,47
221342,Pablo Maffeo,"10,500,000","3,975,878",21,79,82,76,69,61,67,71,78,34
201118,Cédric,"8,500,000","527,759",27,76,74,75,74,72,71,66,70,64
184477,K. Papadopoulos,"8,999,999","43,469",27,79,53,53,64,91,35,40,44,43
210333,A. Szymanowski,"8,500,000","216,332",30,45,83,74,28,52,75,69,78,57
190875,J. Kucka,"7,499,999","61,536",32,78,72,76,78,90,73,66,68,69
53914,P. Jagielka,"2,099,999","635,836",36,76,45,70,77,81,48,55,55,31
211354,M. Benassi,"11,500,000","2,375,160",24,70,74,80,72,68,76,68,70,64
194201,P. Jansson,"8,500,000","363,193",28,75,53,68,75,54,28,49,29,40
186521,B. Espinosa,"6,999,999","920,216",29,75,47,74,77,75,33,51,51,42
212442,José Sá,"8,500,000","479,017",26,15,60,30,18,70,17,12,18,21
199641,M. Sels,"7,499,999","7,116,310",27,14,36,32,13,70,18,17,16,17
183512,Yuri Berchiche,"6,999,999","1,624,048",29,80,76,70,69,85,49,77,76,55
220883,R. Borré,"12,499,999","2,183,635",23,22,82,71,39,81,81,79,63,67
216531,Paulinho,"11,000,000","415,206",26,29,64,68,30,80,80,80,64,35
201939,C. Piccini,"8,999,999","14,480,932",26,78,66,71,78,70,66,64,73,37
190674,B. André,"8,999,999","348,709",28,71,73,80,73,85,70,68,72,46
169426,Barragán,"6,000,000","76,724",31,80,66,75,78,71,66,64,77,51
218066,M. Samatta,"11,500,000","274,898",26,13,79,62,18,84,80,65,63,57
231633,I. Diop,"12,000,000","2,023,598",22,80,46,64,78,73,38,32,37,34
199633,M. Lowton,"6,500,000","904,728",29,76,69,74,76,77,70,77,81,46
