Play_Id,Name,Age,Height_Cm,Weight_Kgs,Positions,Nationality,Overall_Rating,Potential,Value_Euro,International_Reputation_1_5,Skill_Moves_1_5,Work_Rate
203890,S. Vrsaljko,27,154.94,76.2,DF,Croatia,81,81,15000000,2,3,High/ Medium
204024,C. Kramer,28,190.5,76.2,MF,Germany,81,82,17000000,2,3,High/ High
204884,B. Mendy,24,185.42,84.8,DF,France,81,86,20000000,2,3,High/ Low
204923,M. Sabitzer,24,152.4,77.1,MF,Austria,81,84,22500000,2,3,High/ High
205362,M. Nastasić,25,187.96,83,DF,Serbia,81,84,18500000,2,2,Low/ High
206467,A. Plea,25,154.94,78.9,FW,France,81,83,22000000,2,4,High/ Medium
207862,M. Ginter,25,187.96,83,DF,Germany,81,83,18500000,2,2,Medium/ Medium
208093,Gerard Moreno,26,154.94,77.1,FW,Spain,81,83,22000000,1,4,High/ Medium
208135,A. Doucouré,26,182.88,76.2,MF,France,81,85,19500000,2,3,High/ Medium
209889,R. Guerreiro,25,170.18,71.2,MF,Portugal,81,84,22500000,3,4,Medium/ Medium
210243,Ricardo Pereira,25,175.26,69.9,DF,Portugal,81,84,18500000,3,3,High/ High
210617,Samu Castillejo,24,182.88,67.1,MF,Spain,81,85,23000000,2,4,Medium/ High
212194,J. Brandt,22,185.42,83.9,MF,Germany,81,88,25000000,2,4,Medium/ Medium
226110,N. Pépé,23,182.88,73,MF,Ivory Coast,80,88,22000000,1,4,High/ Medium
225953,S. Bergwijn,21,152.4,78,MF,Netherlands,80,86,20500000,1,4,Medium/ Medium
226753,A. Onana,22,187.96,93,GK,Cameroon,80,85,14500000,2,1,Medium/ Medium
228229,F. Balbuena,27,187.96,84.8,DF,Paraguay,80,83,15500000,1,2,Medium/ Medium
228941,André Silva,23,185.42,78.9,FW,Portugal,80,87,21000000,2,4,Medium/ Medium
230142,Oyarzabal,21,154.94,78,MF,Spain,80,87,21000000,1,3,High/ Medium
230234,Everton Andrão,35,152.4,74.8,MF,Brazil,80,80,4500000,1,2,High/ High
230347,Welington Dano,31,152.4,68.9,DF,Brazil,80,80,10500000,1,4,Medium/ Medium
231943,Richarlison,21,154.94,71.2,FW,Brazil,80,86,21000000,1,4,High/ High
234035,Odriozola,23,175.26,66.2,DF,Spain,80,88,18500000,1,3,High/ Medium
234153,Carlos Soler,22,154.94,76.2,MF,Spain,80,87,21000000,1,4,Medium/ Medium
234906,H. Aouar,20,175.26,69.9,MF,France,80,90,23500000,1,4,High/ Medium
235569,T. Ndombele,22,154.94,76.2,MF,France,80,89,22500000,1,4,High/ Medium
239207,M. Gómez,22,185.42,83.9,FW,Uruguay,80,85,20500000,1,4,High/ Low
45186,Joaquín,37,152.4,74.8,MF,Spain,81,81,6000000,2,4,High/ Medium
112316,J. Mathieu,35,187.96,83.9,DF,France,81,81,5500000,3,2,High/ Medium
197061,J. Matip,27,193.04,89.8,DF,Cameroon,80,82,15000000,2,2,Medium/ Medium
197853,S. Aurier,26,175.26,76.2,DF,Ivory Coast,80,83,15500000,2,3,High/ Medium
198118,J. Guilavogui,28,187.96,77.1,MF,France,80,81,14000000,2,2,Medium/ High
198784,A. Oxlade-Chamberlain,25,175.26,69.9,MF,England,80,85,19500000,2,4,High/ High
199005,M. Ryan,26,182.88,82.1,GK,Australia,80,83,13000000,1,1,Medium/ Medium
199069,V. Aboubakar,27,182.88,82.1,FW,Cameroon,80,81,17500000,3,5,High/ Medium
199110,L. Muriel,27,152.4,78.9,FW,Colombia,80,81,17500000,2,4,High/ Medium
199206,D. Vida,29,182.88,76.2,DF,Croatia,80,80,11500000,3,2,Medium/ High
199416,Ibai Gómez,29,152.4,72.1,MF,Spain,80,80,15000000,1,3,Medium/ Medium
200315,Cristian Tello,27,152.4,64.9,MF,Spain,80,80,16000000,2,4,Medium/ Medium
201119,Ismaily,29,152.4,82.1,DF,Brazil,80,80,11500000,1,4,High/ Medium
201143,A. Mandi,27,182.88,78,DF,Algeria,80,83,15500000,1,2,High/ Medium
201325,C. Tătăruşanu,33,195.58,86.2,GK,Romania,80,80,8500000,2,1,Medium/ Medium
201377,J. Murillo,26,182.88,78,DF,Colombia,80,84,16000000,2,2,Medium/ High
202335,E. Dier,25,187.96,89.8,MF,England,80,84,16500000,2,2,Medium/ High
203042,J. Butland,25,195.58,94.8,GK,England,80,85,14000000,2,1,Medium/ Medium
49031,S. Sorrentino,39,185.42,84.8,GK,Italy,80,80,1000000,2,1,Medium/ Medium
54050,W. Rooney,33,175.26,83,FW,England,80,80,12000000,4,3,Medium/ High
110677,Moyá,34,187.96,83,GK,Spain,80,80,6000000,2,1,Medium/ Medium
142707,L. López,36,175.26,72.1,FW,Argentina,80,80,7000000,2,4,High/ High
142754,J. Mascherano,34,175.26,73,MF,Argentina,80,80,4500000,4,2,Low/ High
144622,Raffael,33,175.26,68.9,FW,Brazil,80,80,9500000,2,4,High/ Medium
146748,Diego López,37,195.58,88.9,GK,Spain,80,80,2000000,3,1,Medium/ Medium
146760,Juanfran,34,154.94,71.2,DF,Spain,80,80,5500000,3,3,High/ Medium
147782,I. Denisov,34,175.26,69.9,MF,Russia,80,80,4500000,2,3,Medium/ High
148119,I. Akinfeev,32,185.42,78,GK,Russia,80,80,8500000,3,1,Medium/ Medium
153244,A. Gignac,33,187.96,91.2,FW,France,80,80,12000000,3,3,Medium/ Medium
156713,A. Granqvist,33,193.04,83.9,DF,Sweden,80,80,,2,2,High/ Medium
157960,Manuel Fernandes,33,175.26,74.8,MF,Portugal,80,80,11500000,2,4,High/ Medium
158625,Dante,35,187.96,84.8,DF,Brazil,80,80,4500000,3,2,Medium/ High
159147,L. Perrin,33,154.94,79.8,DF,France,80,80,8500000,2,2,Medium/ High
161956,Borja Valero,34,175.26,73,MF,Spain,80,80,9000000,3,4,Medium/ Medium
208330,A. Januzaj,24,185.42,76.2,DF,Belgium,79,85,17500000,1,4,Medium/ Low
208334,J. Hector,28,185.42,74.8,DF,Germany,79,79,10000000,3,3,Medium/ Medium
208498,M. Dabbur,26,182.88,76.2,FW,Israel,79,81,15500000,2,4,Medium/ Low
208777,Óliver Torres,24,175.26,63,MF,Spain,79,84,16500000,3,3,Medium/ Medium
209981,Y. Bounou,27,193.04,78,GK,Morocco,79,82,10500000,1,1,Medium/ Medium
210324,J. Hofmann,26,175.26,69.9,MF,Germany,79,80,15000000,2,3,Medium/ Medium
210411,Otávio,24,172.72,71.2,MF,Brazil,79,85,17500000,1,4,Medium/ Medium
210455,Jonny,25,170.18,69.9,DF,Spain,79,83,13500000,2,4,High/ High
212501,L. Dendoncker,23,187.96,88,MF,Belgium,79,85,14500000,2,2,High/ High
213160,R. Zobnin,25,182.88,74.8,MF,Russia,79,86,15000000,1,4,High/ High
213516,Ricardo Horta,24,172.72,63,MF,Portugal,79,84,17000000,1,3,High/ Medium
213874,Thiago Mendes,26,152.4,79.8,MF,Brazil,79,83,13500000,1,4,High/ Medium
213991,J. Lerma,24,152.4,69.9,MF,Colombia,79,83,14000000,1,3,Medium/ High
214947,J. Gbamin,23,185.42,83,MF,Ivory Coast,79,84,14500000,1,3,Medium/ High
215057,I. Marcone,28,182.88,83,MF,Argentina,79,80,11500000,1,3,Medium/ High
215061,D. Benedetto,28,152.4,79.8,FW,Argentina,79,79,13000000,2,3,High/ Low
190243,M. Hitz,31,193.04,88.9,GK,Switzerland,79,79,8000000,2,1,Medium/ Medium
190456,N. Clyne,27,175.26,67.1,DF,England,79,80,11500000,2,3,High/ Medium
190544,A. Ljajić,27,182.88,73.9,MF,Serbia,79,80,15000000,2,4,High/ Low
191076,J. Guðmundsson,28,152.4,77.1,MF,Iceland,79,79,13000000,1,4,High/ High
192598,Elkeson,29,154.94,77.1,FW,Brazil,79,79,13000000,2,4,High/ Medium
192678,Kike García,29,185.42,78.9,FW,Spain,79,79,13000000,1,3,Medium/ Medium
192679,Escudero,29,175.26,72.1,DF,Spain,79,79,10000000,1,3,Medium/ Medium
193152,Herrerín,31,187.96,94.8,GK,Spain,79,79,8000000,1,1,Medium/ Medium
193469,Víctor Ruiz,30,185.42,78,DF,Spain,79,79,10000000,2,2,Medium/ Medium
193532,G. Medel,31,170.18,64.9,MF,Chile,79,79,9500000,3,3,Medium/ High
193738,Y. Belhanda,29,152.4,74.8,MF,Morocco,79,79,12500000,2,4,Medium/ Medium
194229,Hugo Mallo,27,175.26,72.1,DF,Spain,79,79,10500000,2,3,High/ Medium
194761,Borja García,28,175.26,72.1,MF,Spain,79,79,13000000,1,3,High/ Medium
194845,W. Khazri,28,175.26,82.1,FW,Tunisia,79,79,13500000,1,4,High/ High
194957,P. Jones,27,185.42,71.2,DF,England,79,80,12000000,2,2,Medium/ High
195586,A. Finnbogason,30,182.88,79.8,FW,Iceland,79,79,12500000,2,3,Medium/ Medium
238794,Vinícius Júnior,18,175.26,73,MF,Brazil,78,92,20500000,1,5,High/ Medium
241184,Junior Firpo,22,182.88,74.8,MF,Spain,78,85,12500000,1,3,Medium/ Medium
80,E. Belözoğlu,38,170.18,72.1,MF,Turkey,79,79,4000000,2,4,Medium/ Medium
49369,Fernando Torres,34,185.42,78.9,FW,Spain,79,79,6500000,3,3,Medium/ Medium
121944,B. Schweinsteiger,34,182.88,78.9,MF,Germany,79,79,5000000,4,3,Medium/ Medium
124375,B. Yılmaz,33,187.96,77.1,FW,Turkey,79,79,10000000,2,3,High/ Low
150418,M. Gómez,33,187.96,88.9,FW,Germany,79,79,10000000,3,3,Medium/ Low
152908,A. Young,33,175.26,64.9,DF,England,79,79,7000000,2,4,High/ Medium
157301,R. Babel,32,185.42,84.8,MF,Netherlands,79,79,11000000,3,4,Medium/ Low
158121,B. Costil,31,187.96,88,GK,France,79,79,8000000,2,1,Medium/ Medium
158232,S. Kalou,33,182.88,77.1,MF,Ivory Coast,79,79,10000000,3,4,Medium/ Low
159065,E. Lavezzi,33,172.72,74.8,FW,Argentina,79,79,8000000,3,4,High/ Low
161648,H. Ben Arfa,32,152.4,73.9,MF,France,79,79,11000000,3,5,Medium/ Low
163155,B. Foster,35,193.04,89.8,GK,England,79,79,3000000,2,1,Medium/ Medium
163264,T. Heaton,32,187.96,92.1,GK,England,79,79,7000000,2,1,Medium/ Medium
164029,Charles,34,152.4,74.8,FW,Brazil,79,79,6500000,1,4,High/ High
164468,G. Cahill,33,193.04,88,DF,England,79,79,7000000,3,2,Medium/ Medium
213655,A. Iwobi,22,185.42,74.8,MF,Nigeria,78,84,14000000,1,4,Medium/ Medium
213666,R. Loftus-Cheek,23,190.5,88,MF,England,78,85,14500000,1,4,Medium/ Low
213732,A. Selikhov,24,187.96,84.8,GK,Russia,78,82,9500000,1,1,Medium/ Medium
214026,J. Mojica,26,185.42,73,MF,Colombia,78,81,10500000,1,3,High/ Low
214394,W. Barrios,25,152.4,71.2,MF,Colombia,78,83,,1,3,Medium/ High
214766,C. Izquierdoz,30,185.42,88.9,DF,Argentina,78,78,8000000,1,2,Medium/ High
215223,W. Benítez,26,190.5,91.2,GK,Argentina,78,82,9500000,1,1,Medium/ Medium
215466,N. Maksimović,27,193.04,87.1,DF,Serbia,78,81,11000000,2,2,Medium/ High
215716,A. Mitrović,24,187.96,82.1,FW,Serbia,78,83,14000000,1,3,Medium/ Medium
216065,M. Sportiello,26,193.04,87.1,GK,Italy,78,80,8500000,2,1,Medium/ Medium
216189,Capa,26,175.26,74.8,DF,Spain,78,81,10500000,1,3,High/ High
216373,Marcelo Goiano,31,175.26,68.9,DF,Brazil,78,78,7500000,1,3,Medium/ High
216393,Y. Tielemans,21,175.26,72.1,MF,Belgium,78,87,16000000,2,4,Medium/ Medium
216435,S. Lobotka,24,170.18,64,MF,Slovakia,78,84,14000000,1,4,Medium/ High
216497,M. Philipp,25,182.88,78.9,FW,Germany,78,83,14000000,2,4,High/ Medium
216643,L. Dubois,24,152.4,73,DF,France,78,82,11000000,1,3,Medium/ Medium
199915,L. Dunk,27,193.04,88,DF,England,78,81,11000000,1,2,Medium/ High
200607,C. Schindler,28,187.96,77.1,DF,Germany,78,80,10000000,1,2,Medium/ Medium
200641,Y. Konoplyanka,29,152.4,78,MF,Ukraine,78,78,10500000,2,4,Medium/ Medium
200677,Pedro Mendes,28,185.42,78,DF,Portugal,78,80,10000000,1,2,Medium/ Medium
201046,R. Saponara,27,182.88,73,MF,Italy,78,78,11000000,2,4,High/ Medium
201510,L. Kurzawa,26,182.88,76.2,DF,France,78,81,10500000,2,4,High/ Low
201922,M. Hinteregger,26,182.88,83,DF,Austria,78,80,10500000,2,2,High/ Medium
202429,D. da Costa,25,187.96,88,DF,Germany,78,80,10500000,1,3,High/ Medium
202642,Fernando,27,175.26,79.8,MF,Brazil,78,80,10500000,1,3,Medium/ Medium
202750,W. Boly,28,195.58,97.1,DF,France,78,80,10000000,1,2,Medium/ Medium
202789,A. Schwolow,26,187.96,83.9,GK,Germany,78,79,8500000,1,1,Medium/ Medium
202851,G. Defrel,27,152.4,77.1,FW,France,78,78,11000000,2,4,High/ Medium
202935,Álvaro,29,182.88,74.8,DF,Spain,78,79,9500000,1,2,Medium/ High
203106,L. Bittencourt,25,170.18,62.1,MF,Germany,78,81,13000000,2,4,Medium/ Medium
203299,A. Carrillo,27,154.94,78,MF,Peru,78,78,11000000,2,4,High/ High
203362,M. Elyounoussi,24,152.4,69.9,MF,Norway,78,83,14000000,1,4,Medium/ Medium
183497,O. Karnezis,33,190.5,81.2,GK,Greece,78,78,6000000,2,1,Medium/ Medium
190149,De Marcos,29,182.88,79.8,DF,Spain,78,78,8000000,2,4,High/ Medium
193476,R. Cabella,29,170.18,71.2,MF,France,78,78,10500000,2,4,Medium/ Low
150724,J. Hart,31,195.58,91.2,GK,England,78,78,6500000,3,1,Medium/ Medium
159171,Jurado,32,175.26,72.1,MF,Spain,78,78,8000000,2,3,Medium/ Low
186302,E. Hernández,30,170.18,64.9,MF,Mexico,78,78,10000000,1,4,Medium/ Low
192445,D. Ginczek,27,190.5,84.8,FW,Germany,78,79,12000000,2,3,High/ Medium
199354,Lucas Pérez,30,154.94,73,FW,Spain,78,78,10500000,2,4,Medium/ Medium
158133,J. Farfán,34,152.4,83.9,MF,Peru,78,78,6500000,2,4,Medium/ Low
172723,A. Begović,31,198.12,83,GK,Bosnia Herzegovina,78,78,6500000,3,1,Medium/ Medium
153260,Hilton,41,154.94,78,DF,Brazil,78,78,,2,3,Low/ Medium
189606,J. Baumgartlinger,31,182.88,86.2,MF,Austria,78,78,7500000,2,2,Medium/ High
178085,Granero,31,154.94,78,MF,Spain,78,78,9500000,2,4,Medium/ Medium
173474,Z. Junuzović,31,172.72,72.1,MF,Austria,78,78,9500000,2,3,High/ High
172962,V. Moses,28,152.4,77.1,DF,Nigeria,78,78,11000000,2,4,Medium/ Medium
158626,M. Debuchy,33,175.26,76.2,DF,France,78,78,5500000,3,3,High/ Medium
219145,G. Maripán,24,193.04,83,DF,Chile,77,81,10000000,1,2,Low/ High
146952,Iván Cuéllar,34,187.96,76.2,GK,Spain,77,77,3600000,1,1,Medium/ Medium
177159,F. Johnson,31,182.88,73.9,MF,United States,77,77,8500000,2,3,Medium/ Medium
236295,Aarón Martín,21,154.94,72.1,DF,Spain,77,84,10500000,1,3,High/ Medium
229636,G. Pereiro,23,187.96,76.2,MF,Uruguay,77,82,12000000,1,3,Medium/ Low
185090,B. Moukandjo,30,154.94,73.9,FW,Cameroon,77,77,9000000,2,4,High/ Low
177666,M. Harnik,31,185.42,79.8,FW,Austria,77,77,8000000,2,3,High/ Medium
205569,J. Ward-Prowse,24,172.72,66.2,MF,England,77,82,12000000,2,3,Medium/ Medium
184575,R. Alessandrini,29,172.72,69.9,MF,France,78,78,10000000,2,4,High/ Medium
172287,Manu García,32,182.88,73.9,MF,Spain,78,78,6000000,1,2,Medium/ High
190717,M. Antonio,28,152.4,82.1,FW,England,78,78,10500000,2,4,Medium/ Medium
184826,Adrien Silva,29,175.26,68.9,MF,Portugal,78,78,10000000,3,3,Medium/ High
193011,S. Cook,27,185.42,82.1,DF,England,78,78,8500000,1,2,Medium/ High
189682,B. Mee,29,182.88,82.1,DF,England,78,78,8500000,1,2,Medium/ High
164082,Adriano,34,172.72,74.8,DF,Brazil,78,78,4000000,2,4,High/ Medium
178416,J. Lens,31,152.4,74.8,MF,Netherlands,78,78,10000000,2,4,High/ Medium
189250,S. Rondón,29,185.42,98,FW,Venezuela,77,77,9000000,2,3,High/ Medium
208450,Andreas Pereira,23,152.4,71.2,MF,Brazil,77,82,11500000,1,4,Medium/ Medium
162369,V. Ibišević,34,187.96,82.1,FW,Bosnia Herzegovina,77,77,5500000,2,3,Medium/ Low
205632,L. Ocampos,24,187.96,83.9,MF,Argentina,77,82,12000000,2,4,High/ High
183871,N. Müller,31,172.72,66.2,MF,Germany,77,77,8500000,2,3,High/ Medium
230463,Simão Acunha,31,152.4,71.2,MF,Brazil,77,77,8500000,1,4,High/ Low
219455,J. Calleri,25,154.94,77.1,FW,Argentina,77,82,12000000,1,4,High/ Medium
215871,A. Jahanbakhsh,25,154.94,78,MF,Iran,77,80,11500000,2,4,High/ High
189757,A. Prijović,28,190.5,88,FW,Serbia,77,77,9000000,1,3,High/ Low
177723,Fabricio,31,182.88,79.8,GK,Spain,77,77,5500000,1,1,Medium/ Medium
213051,M. Elneny,26,154.94,73.9,MF,Egypt,77,79,9000000,1,3,Medium/ High
223033,Jorge Meré,21,182.88,79.8,DF,Spain,77,85,11500000,1,2,Medium/ Medium
199737,Wilson Eduardo,28,152.4,73,FW,Portugal,77,77,9500000,1,4,High/ Medium
227127,Álex Remiro,23,190.5,83,GK,Spain,77,82,8500000,1,1,Medium/ Medium
196150,T. Gutiérrez,33,152.4,81.2,FW,Colombia,77,77,5500000,2,4,Medium/ Low
142902,A. Pyatov,34,190.5,89.8,GK,Ukraine,77,77,3600000,2,1,Medium/ Medium
212602,Diego Llorente,25,185.42,74.8,DF,Spain,77,83,10500000,1,2,Medium/ Medium
168312,I. Abate,32,154.94,73,DF,Italy,77,77,6000000,2,3,High/ Medium
157304,T. Vermaelen,33,182.88,79.8,DF,Belgium,77,77,5000000,3,2,Medium/ Medium
205431,N. Füllkrug,26,187.96,83,FW,Germany,77,78,10500000,1,3,High/ Medium
200054,Pedro Obiang,26,185.42,74.8,MF,Equatorial Guinea,77,79,9000000,2,3,Medium/ Medium
216437,Wallace,24,190.5,84.8,DF,Brazil,77,81,10000000,2,2,Medium/ Medium
