Ntn_no,Play_Id,National_Team
220,216373,
221,216393,Belgium
222,216435,
223,216497,
224,216643,
225,199915,
226,200607,
227,200641,
228,200677,
229,201046,
230,201510,
231,201922,Austria
232,202429,
233,202642,
234,202750,
235,202789,
236,202851,
237,202935,
238,203106,
239,203299,Al Hilal
240,203362,Norway
241,183497,
242,190149,
243,193476,
244,150724,
245,159171,
246,186302,
247,192445,
248,199354,
249,158133,Peru
250,172723,
251,153260,
252,189606,Austria
253,178085,
254,173474,
255,172962,
256,158626,
257,219145,Chile
258,146952,
259,177159,
260,236295,
261,229636,Uruguay
262,185090,
263,177666,
264,205569,
265,184575,
266,172287,
267,190717,
268,184826,
269,193011,
270,189682,
271,164082,
272,178416,
273,189250,Venezuela
274,208450,
275,162369,
276,205632,
277,183871,
278,230463,Brazil
279,219455,
280,215871,
281,189757,
282,177723,
283,213051,Egypt
284,223033,
285,199737,
286,227127,
287,196150,
288,142902,
289,212602,
290,168312,
291,157304,Belgium
292,205431,
293,200054,
294,216437,
295,205427,
296,183666,
297,177519,
298,172143,Denmark
299,50542,
300,188524,
301,185195,
302,193130,
303,225126,
304,229476,
305,152999,
306,224933,Italy
307,152997,
308,182179,
309,183714,
310,177569,
311,152993,
312,221342,
313,201118,Portugal
314,184477,
315,210333,
316,190875,
317,53914,
318,211354,
319,194201,Sweden
320,186521,
321,212442,
322,199641,
323,183512,
324,220883,
325,216531,
326,201939,
327,190674,
328,169426,
329,218066,
330,231633,
331,199633,
332,232656,
333,192715,
334,216266,Netherlands
335,138699,
336,199626,
337,190223,
338,161805,
339,192012,Mexico
340,189196,
341,188428,
342,242444,
343,215051,
344,171018,
345,172553,Denmark
346,167431,
347,188166,Scotland
348,221701,
349,221445,
350,200197,
351,220932,
352,201988,
353,196144,
354,210736,
355,193839,
356,184111,
357,229167,
358,163631,
359,152879,
360,244269,
361,174381,
362,204077,
363,189484,
364,224811,
365,228650,
366,155946,
367,226601,
368,223273,
369,186200,
370,221016,
371,134744,Canada
372,183895,
373,195671,
374,215639,
375,230230,
376,199254,
377,163925,
378,209236,
379,139860,
380,162131,
381,143699,
382,186961,
383,230224,
384,155984,
385,178284,
386,203910,
387,229764,
388,208004,
389,201858,
390,143745,
391,193408,SL Benfica
392,230528,
393,238463,
394,189053,
395,222077,
396,197756,
397,215930,
398,188536,
399,146296,
400,203128,
401,226166,
402,206198,
403,192427,
404,152747,
405,205995,
406,221354,
407,194728,
408,188840,
409,182184,
410,235944,
411,190885,
412,201893,
413,189860,
414,230564,
415,152996,
416,211108,
417,134820,
418,232099,
419,200353,
420,198614,
421,184789,Hungary
422,230613,
423,189908,Poland
424,192722,
425,204497,
426,211408,
427,198352,
428,188879,
429,231887,Turkey
430,189390,
431,239053,Uruguay
432,214989,
433,137677,
434,198861,
435,209610,
436,240900,
437,225028,
438,186115,
439,213761,
440,239872,
441,216320,
442,768,
443,188414,
444,176894,
445,220414,
446,205566,
447,199422,
448,198140,
449,190971,
450,212219,
451,183546,
452,221479,
453,193062,
454,215334,
455,210214,
456,237604,
457,220196,Wales
458,195363,
459,191011,
460,179746,Wales
461,195361,
462,219681,
463,216097,
464,194079,
465,186143,Northern Ireland
466,211999,
467,210463,Venezuela
468,208451,Sweden
469,204355,Wales
470,231745,
471,230465,
472,49472,
473,219712,
474,215616,
475,209984,
476,192575,
477,198719,
478,190782,
479,183870,
480,228414,
481,150590,
482,147006,
483,194365,
484,179551,
485,236639,
486,222558,
487,200798,
488,213597,Santos Laguna
489,193116,
490,215644,
491,169051,
492,229723,
493,220763,New Zealand
494,206427,
495,173146,
496,201818,
497,206424,
498,192087,
499,210007,
500,208509,
501,237692,
502,222844,
503,225403,Turkey
504,134779,
505,213114,
506,164985,
507,228729,
508,211321,
509,171896,
510,236920,
511,225144,
512,223608,
513,105846,
514,209782,
515,207734,
516,189338,
517,230042,
518,223898,
519,209818,
520,233113,
521,225945,
522,215449,
523,187800,Chile
524,238744,United States
525,195479,
526,237207,
527,215703,
528,208535,
529,202135,
530,184469,Republic of Ireland
531,244373,
532,235454,
533,215998,
534,220093,
535,211899,
536,158905,
537,213689,
538,231352,
539,188086,
540,234678,
541,222390,
542,211382,
543,209846,
544,202934,
545,186805,Ecuador
546,198581,Pachuca
547,194996,
548,215270,
549,184037,
550,229092,
551,220132,
552,220131,
553,244193,
554,157665,
555,212449,
556,172768,
557,195038,Austria
558,235997,
559,169181,
560,192476,
561,214491,
562,195033,Australia
563,234201,
564,206594,
565,199170,
566,198658,Norway
567,197890,
568,230401,
569,221697,
570,220673,Peru
571,212225,Chile
572,198657,Norway
573,191488,
574,221695,
575,201215,
576,169214,
577,177149,
578,228093,
579,214781,
580,205601,
581,186912,
582,198688,
583,245279,
584,234015,
585,210719,
586,194334,
587,221982,
588,215070,
589,194333,
590,215069,
591,190748,
592,189468,
593,183068,
594,205340,
595,45083,
596,193337,
597,241721,
598,207929,
599,186680,
600,194359,
601,244791,
602,212023,Slovenia
603,171830,
604,200758,
605,193077,
606,176693,
607,205365,Czech Republic
608,190772,
609,223284,
610,207412,
611,189491,
612,121937,
613,224081,
614,158800,
615,209744,Racing Club
616,206160,
617,237135,
618,234575,
619,163407,
620,233550,
621,215886,
622,213582,
623,196942,
624,192333,
625,178253,
626,229453,
627,223053,
628,210287,
629,188270,
630,205934,
631,200302,Scotland
632,193133,Denmark
633,203629,
634,179820,
635,169324,FC Red Bull Salzburg
636,202858,
637,199274,
638,233064,
639,211048,
640,230503,
641,148839,
642,213095,Puebla FC
643,202087,
644,184457,
645,225673,
646,209289,
647,189576,
648,211592,
649,192647,
650,180359,
651,178567,
652,236935,
653,230021,
654,230276,
655,208260,Greece
656,194947,
657,158851,Universidad de Chile
658,202115,
659,164994,Poland
660,225951,
661,215199,
662,212127,
663,212125,
664,193692,
665,192156,
666,191388,
667,189084,
668,245660,
669,229788,
670,192667,
671,237211,
672,189595,
673,165531,
674,204699,
675,202395,
676,198331,
677,166074,
678,178616,
679,232119,Turkey
680,225719,
681,216247,
682,205495,
683,220085,
684,230324,
685,183475,Norway
686,201139,
687,234930,
688,200882,
689,209329,
690,199601,
691,176048,
692,203736,
693,200408,
694,212183,
695,201943,Denmark
696,192725,
697,226773,
698,223188,Turkey
699,151508,Northern Ireland
700,209620,
701,190931,
702,208339,
703,187858,
704,175314,
705,230354,
706,187601,
707,229585,Al Hilal
708,213242,
709,212474,
710,199418,
711,189945,
712,176377,
713,162297,
714,222457,
715,184312,
716,177398,
717,234742,
718,232693,
719,199157,
720,183284,
721,217844,
722,148212,
723,183795,
724,234772,
725,230420,
726,157716,
727,204308,
728,192274,
729,180754,
730,186385,
731,221201,
732,219409,
733,213777,Norway
734,208144,
735,223247,
736,241166,
737,217870,
738,225293,
739,223245,
740,172077,
741,226861,
742,226093,
743,202541,
744,221740,
745,190507,
746,178475,
747,215083,
748,209449,
749,189480,
750,220198,
751,191269,
752,244261,
753,226853,
754,207653,Club Tijuana
755,195620,
756,223524,
757,195912,
758,190535,
759,211527,
760,207431,
761,196935,
762,158790,
763,192838,
764,211014,
765,203590,
766,184133,
767,233029,
768,213061,
769,190276,
770,196932,
771,226627,
772,207683,
773,209218,
774,198240,
775,232543,
776,231263,
777,231007,
778,184926,
779,234078,
780,214622,
781,142942,
782,156253,
783,204125,Czech Republic
784,193884,
785,183644,
786,49756,
787,229980,
788,188506,
789,175962,
790,235866,
791,214136,
792,210296,
793,189303,
794,183671,
795,215927,
796,179574,
797,169078,
798,229494,
799,189557,
800,165493,
801,229749,
802,211061,Romania
803,202101,
804,184436,
805,162932,
806,192371,
807,221331,
808,212369,
809,137361,
810,199313,
811,225680,Ecuador
812,210320,
813,182670,Turkey
814,176526,
815,230286,
816,152718,
817,214158,
818,215181,
819,182411,
820,172939,
821,230283,
822,188554,
823,190636,
824,185260,
825,234924,
826,194730,
827,222634,
828,210602,
829,200106,
830,228777,
831,190120,Sweden
832,178600,
833,158375,
834,205735,
835,201895,
836,213414,
837,192165,
838,237221,
839,198599,Norway
840,225478,
841,210118,
842,206022,
843,181445,
844,178628,
845,190915,
846,230850,
847,226754,
848,194753,
849,186817,
850,220609,
851,236480,
852,188607,
853,232639,
854,214207,
855,225252,
856,190947,
857,168930,
858,169697,Republic of Ireland
859,229857,
860,214497,
861,199392,
862,231391,
863,221919,
864,7647,
865,190942,
866,183774,
867,155355,
868,205531,
869,176345,
870,230361,
871,164857,
872,158969,
873,183288,
874,198136,
875,183287,
876,226807,United States
877,218359,
878,244470,Czech Republic
879,221174,
880,230389,
881,183540,
882,236532,
883,214772,
884,137460,
885,226803,
886,222707,
887,224242,
888,193549,
889,245261,
890,239117,
891,173325,
892,220685,
893,176652,
894,222988,
895,213260,
896,223243,
897,222987,
898,192778,
899,238858,
900,241673,
901,238857,
902,210697,
903,188168,
904,239904,
905,237600,
906,209440,
907,175391,
908,149791,
909,211231,
910,208159,
911,205343,
912,200735,
913,184606,
914,203038,
915,230429,
916,212253,
917,206109,
918,192540,
919,109852,Northern Ireland
920,208949,
921,230452,
922,225844,
923,198196,
924,196916,
925,222515,
926,152883,
927,202547,
928,186674,
929,240690,
930,227890,
931,201266,
932,190769,
933,186161,
934,223537,
935,204337,
936,206152,
937,182343,
938,155463,
939,200519,
940,234822,
941,165190,
942,223046,
943,213829,
944,213317,
945,201285,
946,243780,
947,205124,
948,184387,
949,149571,
950,206147,
951,236610,
952,19292,
953,211292,
954,209756,
955,188763,
956,191066,
957,225114,
958,210010,
959,189272,
960,225880,Paraguay
961,230231,
962,187478,
963,247126,
964,232278,
965,214358,
966,183893,
967,219733,
968,191856,
969,29552,
970,224368,
971,220528,
972,215152,
973,224367,
974,212591,United States
975,219758,
976,188269,
977,179565,Switzerland
978,178029,
979,222573,
980,213613,
981,173162,
982,48745,
983,168297,
984,215414,
985,133249,
986,192128,
987,191104,
988,183936,
989,239744,
990,233600,
991,225151,
992,220031,Scotland
993,216191,
994,211327,
995,203903,
996,164478,
997,16254,
998,168317,
999,220029,
1000,188540,
1001,224921,
1002,215193,
1003,212889,
1004,236696,
1005,230296,
1006,216472,
1007,214168,
1008,192663,
1009,205207,
1010,190870,
1011,229526,
1012,193429,
1013,49045,
1014,214933,
1015,201877,Norway
1016,192660,
1017,200111,
1018,241070,
1019,214190,
1020,205998,
1021,224428,
1022,200108,
1023,237995,
1024,210603,
1025,203435,
1026,221610,
1027,211626,Poland
1028,142762,
1029,6826,
1030,182440,Australia
1031,235176,
1032,228520,
1033,243656,
1034,230344,
1035,216520,Querétaro
1036,212680,Northern Ireland
1037,236999,
1038,214727,
1039,207559,
1040,230341,
1041,228804,
1042,200387,
1043,218050,
1044,152514,
1045,192449,
1046,143809,
1047,158144,
1048,211903,
1049,194015,
1050,242143,
1051,155871,
1052,208607,
1053,200159,
1054,196318,Turkey
1055,190430,
1056,183518,
1057,223198,
1058,220638,
1059,212446,
1060,222429,
1061,217565,
1062,213725,South Africa
1063,203741,
1064,189148,
1065,230390,
1066,223734,
1067,213750,
1068,111093,
1069,193780,
1070,181236,
1071,214004,
1072,199412,
1073,198900,
1074,193267,
1075,241907,
1076,237043,Cruz Azul
1077,220659,
1078,214515,
1079,189938,
1080,207858,
1081,223240,
1082,233223,
1083,230407,
1084,212231,
1085,201991,
1086,240134,
1087,228614,
1088,199174,
1089,193029,
1090,176389,
1091,225541,
1092,241412,Santos Laguna
1093,232708,
1094,215556,Switzerland
1095,201220,
1096,180739,
1097,240899,
1098,202271,
1099,193310,
1100,238621,
1101,222493,
1102,211741,
1103,198429,Czech Republic
1104,168732,
1105,167452,
1106,229404,
1107,228124,
1108,229659,
1109,225563,
1110,215067,
1111,214299,
1112,192026,
1113,235290,
1114,198194,
1115,237105,
1116,236593,
1117,234033,
1118,233265,
1119,211249,
1120,196913,
1121,184624,
1122,244271,
1123,209711,
1124,244270,
1125,176942,Sweden
1126,217646,
1127,199726,
1128,193581,
1129,189228,
1130,156483,
1131,202052,
1132,156227,
1133,212035,
1134,193602,
1135,226626,
1136,150594,
1137,211522,
1138,205122,
1139,223297,
1140,211265,
1141,211009,Republic of Ireland
1142,209729,
1143,209473,
1144,232512,
1145,180287,
1146,187988,
1147,185172,
1148,163156,Republic of Ireland
1149,213332,
1150,204372,
1151,234579,
1152,231507,
1153,200787,
1154,52306,
1155,180818,
1156,243538,
1157,234578,
1158,222546,
1159,234833,
1160,183632,
1161,169808,
1162,217168,
1163,214096,
1164,199789,
1165,161644,
1166,225900,
1167,223596,
1168,219244,BSC Young Boys
1169,241771,
1170,214378,
1171,234857,
1172,169321,
1173,209769,
1174,159080,
1175,214376,
1176,203368,
1177,191079,
1178,228967,
1179,224103,
1180,221564,
1181,203388,
1182,194171,
1183,193147,
1184,173179,
1185,218747,
1186,205691,
1187,173434,
1188,230522,
1189,230266,
1190,189561,
1191,178297,
1192,169593,
1193,225145,South Africa
1194,202873,
1195,214392,
1196,205970,
1197,199570,
1198,215441,
1199,237456,
1200,232080,
1201,204688,
1202,198032,
1203,193679,
1204,236175,
1205,212879,
1206,204687,
1207,192910,
1208,190094,
1209,240526,
1210,225934,
1211,220302,
1212,205990,
1213,244389,
1214,240037,
1215,162981,
1216,220837,Atlético Nacional
1217,214436,
1218,202148,
1219,227235,
1220,207523,
1221,182178,
1222,229282,
1223,212130,
1224,201890,
1225,193185,
1226,216481,
1227,232608,
1228,199101,
1229,166844,Northern Ireland
1230,230332,
1231,204476,
1232,188091,
1233,172475,
1234,233147,
1235,201403,
1236,221370,
1237,220090,
1238,189369,
1239,186553,
1240,180409,
1241,201145,
1242,230072,
1243,186551,
1244,215502,
1245,198350,
1246,197838,
1247,183245,
1248,231628,
1249,198348,
1250,188107,
1251,193226,
1252,168650,
1253,227530,
1254,227274,
1255,142794,
1256,207562,
1257,200138,
1258,187337,
1259,176841,
1260,230366,
1261,225502,
1262,223710,
1263,215262,
1264,201438,
1265,177373,
1266,239837,
1267,227293,
1268,158685,
1269,210653,
1270,145117,
1271,192732,
1272,176348,
1273,239580,
1274,237532,
1275,234716,
1276,205551,
1277,202223,
1278,199663,
1279,238830,
1280,216302,
1281,210926,
1282,206317,
1283,201965,
1284,244204,
1285,237548,
1286,228332,
1287,181483,
1288,235499,
1289,212715,
1290,210923,
1291,200683,
1292,198379,
1293,223489,
1294,204289,
1295,184320,
1296,233472,
1297,212992,Iceland
1298,231423,
1299,212223,Republic of Ireland
1300,209407,
1301,171774,
1302,198654,
1303,193277,
1304,54013,
1305,140029,
1306,193276,
1307,224508,
1308,223740,
1309,190734,
1310,177934,
1311,238862,
1312,225294,
1313,220429,
1314,139533,
1315,8205,
1316,239116,
1317,224524,
1318,220172,
1319,216076,
1320,50955,
1321,157707,
1322,212747,
1323,238346,
1324,234762,
1325,219914,
1326,205834,
1327,224796,
1328,220700,
1329,190747,
1330,245275,
1331,241947,
1332,232219,
1333,209691,
1334,180250,
1335,169498,
1336,212506,
1337,206106,
1338,202778,
1339,194329,
1340,193561,
1341,190745,
1342,175897,
1343,230169,
1344,221994,
1345,173097,
1346,163625,
1347,163369,
1348,159017,Finland
1349,221737,
1350,183336,
1351,176680,
1352,161832,
1353,205352,
1354,201512,
1355,235047,
1356,217639,
1357,244006,
1358,240166,
1359,234278,
1360,219942,
1361,190780,
1362,242236,
1363,172092,
1364,210236,
1365,208700,
1366,162875,
1367,219451,
1368,204347,
1369,224314,
1370,206650,
1371,236345,
1372,222521,
1373,197689,
1374,216376,
1375,208440,
1376,201528,
1377,233292,
1378,189003,
1379,184139,
1380,182091,Melbourne Victory
1381,237131,
1382,202827,
1383,194122,Northern Ireland
1384,177482,
1385,237642,
1386,171082,
1387,230474,
1388,219466,Norway
1389,192329,
1390,213577,
1391,187208,
1392,234824,
1393,176475,
1394,173147,
1395,191834,
1396,189530,
1397,214874,
1398,230489,
1399,222553,
1400,211033,
1401,204121,Czech Republic
1402,178264,
1403,241240,
1404,216408,
1405,207960,
1406,207448,
1407,235863,
1408,197975,Egypt
1409,188271,
1410,190575,
1411,210031,
1412,192110,
1413,188782,
1414,162926,
1415,192621,
1416,208493,
1417,194924,
1418,166764,Northern Ireland
1419,213612,
1420,178283,
1421,219755,
1422,215147,
1423,190058,
1424,231530,
1425,201066,
1426,200810,
1427,217217,
1428,209281,
1429,189824,
1430,189568,
1431,181120,
1432,234112,
1433,177279,
1434,222079,
1435,212351,
1436,206463,
1437,206207,
1438,198783,
1439,196991,
1440,177790,Poland
1441,232318,
1442,222590,
1443,213374,
1444,214163,Independiente Santa Fe
1445,189586,
1446,188305,
1447,234385,
1448,223633,
1449,212625,
1450,210833,
1451,199569,
1452,236944,
1453,213136,
1454,235407,
1455,150415,
1456,209039,
1457,205711,
1458,244622,
1459,224142,
1460,221582,
1461,224423,
1462,233125,
1463,231077,
1464,229541,Deportes Tolima
1465,211365,
1466,182180,
1467,214948,
1468,142756,
1469,202404,
1470,247203,
1471,177571,
1472,242339,
1473,225699,
1474,204451,
1475,187042,
1476,174754,
1477,232610,
1478,242614,
1479,231862,
1480,225974,Scotland
1481,158902,
1482,221621,
1483,209333,
1484,206005,
1485,199861,
1486,232884,
1487,210868,
1488,204468,
1489,201908,
1490,189619,
1491,51123,
1492,236723,
1493,211635,
1494,198601,
1495,195272,
1496,221896,
1497,193735,
1498,224967,
1499,214983,
1500,193222,
1501,239814,
1502,237766,
1503,230342,
1504,178117,
1505,213445,
1506,187076,
1507,214980,
1508,193475,
1509,192451,
1510,186839,Northern Ireland
1511,199895,
1512,220118,
1513,215254,
1514,189397,
1515,209109,
1516,206549,
1517,229332,
1518,212948,Cameroon
1519,191443,
1520,135891,
1521,123603,
1522,198611,
1523,169938,
1524,214226,
1525,209874,
1526,200914,
1527,198632,
1528,242663,
1529,239335,
1530,164839,
1531,222951,
1532,198631,
1533,187878,
1534,236518,
1535,227558,
1536,212710,
1537,123621,
1538,241637,
1539,230117,
1540,221413,
1541,198117,
1542,222692,
1543,202489,
1544,193528,
1545,120312,
1546,175608,
1547,238072,
1548,101880,
1549,244727,
1550,219127,
1551,208375,
1552,191222,
1553,168950,
1554,156662,
1555,199413,
1556,190196,
1557,189172,
1558,244467,Czech Republic
1559,245768,
1560,212232,Melbourne City FC
1561,189447,
1562,186887,
1563,219655,
1564,138247,
1565,162054,
1566,191237,
1567,185349,
1568,247045,
1569,179973,
1570,225285,
1571,215557,
1572,214533,
1573,193796,
1574,233476,
1575,223511,
1576,214807,
1577,193302,
1578,214038,
1579,203798,
1580,189717,
1581,184341,
1582,183573,
1583,169493,
1584,196885,
1585,237844,
1586,230164,
1587,215572,
1588,207892,
1589,228883,
1590,214291,
1591,235561,
1592,232489,
1593,220969,
1594,208169,
1595,189224,
1596,223016,
1597,221480,
1598,220968,
1599,219688,
1600,244263,
1601,234279,
1602,230439,
1603,206631,
1604,221990,
1605,212518,
1606,209958,
1607,223551,
1608,135743,
1609,202814,
1610,229949,
1611,149309,
1612,211005,
1613,235580,
1614,229692,
1615,211260,
1616,204092,
1617,171067,
1618,222779,
1619,212795,
1620,235834,
1621,159034,
1622,201530,
1623,187982,
1624,239950,
1625,232526,
1626,228174,
1627,227918,
1628,221774,
1629,208462,
1630,243533,
1631,177741,
1632,236621,
1633,213325,
1634,211021,
1635,139597,
1636,203853,
1637,238924,
1638,206412,
1639,243551,
1640,233055,
1641,223071,
1642,243806,
1643,227678,
1644,209758,
1645,207454,
1646,182621,
1647,242269,
1648,225629,
1649,225117,
1650,222557,
1651,202077,
1652,198749,
1653,191068,
1654,167516,
1655,194925,
1656,241005,
1657,235629,
1658,169069,
1659,230253,
1660,226157,
1661,215149,
1662,193900,
1663,190572,
1664,167532,
1665,215404,
1666,213868,Cameroon
1667,210028,
1668,228203,
1669,231786,
1670,220522,
1671,9833,
1672,207745,
1673,205185,
1674,202113,
1675,242816,
1676,225664,
1677,221312,
1678,210560,
1679,237183,
1680,214911,
1681,189054,
1682,232062,
1683,208766,
1684,234108,
1685,228732,
1686,227708,
1687,211068,
1688,213905,
1689,198033,
1690,244624,
1691,165520,
1692,138384,
1693,198288,
1694,234383,
1695,231823,
1696,220815,
1697,215183,
1698,201359,
1699,168590,
1700,217998,
1701,187789,
1702,235149,
1703,200845,
1704,182412,
1705,191390,
1706,183454,
1707,52126,
1708,173470,
1709,232094,
1710,164766,
1711,225950,
1712,222109,
1713,220829,
1714,215965,
1715,204701,
1716,236956,
1717,235164,
1718,232860,
1719,230300,
1720,213404,
1721,184242,
1722,232882,
1723,216498,
1724,201138,
1725,198322,
1726,222129,
1727,223920,
1728,233647,
1729,223151,
1730,214703,
1731,175789,Iceland
1732,234925,
1733,202413,
1734,225964,
1735,230315,
1736,207531,
1737,173245,
1738,234948,
1739,214724,
1740,190659,
1741,208835,
1742,123586,
1743,183490,
1744,235458,
1745,231874,
1746,216514,
1747,213954,
1748,236993,United States
1749,233409,
1750,184512,
1751,239808,
1752,213952,
1753,204992,
1754,234710,
1755,232406,
1756,214998,
1757,193749,
1758,213717,
1759,172756,
1760,181971,
1761,174547,
1762,168403,
1763,219091,
1764,206035,
1765,238802,
1766,226002,Club Atlético Talleres
1767,222930,
1768,198354,
1769,166097,
1770,209637,
1771,206565,
1772,189412,
1773,235236,
1774,229348,United States
1775,189155,
1776,206563,
1777,203491,Republic of Ireland
1778,193250,
1779,189922,
1780,172258,
1781,166114,
1782,215266,
1783,215010,
1784,203746,
1785,142818,
1786,205045,
1787,238068,
1788,163828,
1789,229108,
1790,186611,
1791,184819,
1792,183283,
1793,231667,
1794,215283,
1795,179698,
1796,177906,
1797,234994,
1798,231410,
1799,230386,
1800,223730,
1801,214258,
1802,183815,
1803,232711,
1804,166919,
1805,190982,
1806,220166,
1807,210182,
1808,186117,
1809,240133,
1810,229381,
1811,190724,
1812,162053,
1813,233988,
1814,156164,
1815,240131,
1816,236547,
1817,223747,
1818,232728,
1819,228887,
1820,232214,
1821,219670,
1822,205846,
1823,190485,
1824,185109,
1825,241941,
1826,219413,
1827,191252,
1828,243988,
1829,240916,
1830,165908,
1831,208916,
1832,205588,
1833,199700,
1834,230693,
1835,221477,
1836,214053,
1837,209701,
1838,160292,
1839,219684,
1840,178211,
1841,173859,
1842,233763,
1843,208675,
1844,203043,
1845,189730,
1846,188194,
1847,246818,
1848,244258,
1849,230178,
1850,234032,
1851,156464,
1852,220720,
1853,219952,
1854,214320,
1855,208432,
1856,204080,
1857,192559,
1858,186415,
1859,214575,
1860,212783,
1861,204847,
1862,159278,
1863,155694,
1864,212014,
1865,198702,
1866,233791,
1867,228415,
1868,233790,
1869,221246,
1870,214590,
1871,185149,
1872,232253,
1873,230205,
1874,225341,
1875,203069,
1876,199741,
1877,183356,
1878,49212,
1879,240956,
1880,228668,
1881,221756,
1882,214351,
1883,206159,
1884,240206,
1885,229966,
1886,227150,
1887,208974,
1888,246093,
1889,174669,
1890,230221,
1891,219725,
1892,234060,Venezuela
1893,230476,
1894,223820,
1895,234827,
1896,223307,
1897,157515,
1898,219487,
1899,215647,
1900,207711,
1901,203871,
1902,189278,
1903,242270,
1904,237662,
1905,199262,
1906,223581,
1907,202589,
1908,241756,
1909,226652,
1910,224604,
1911,224348,
1912,204380,
1913,202076,
1914,224876,
1915,222572,
1916,192363,
1917,188779,
1918,232811,
1919,228715,
1920,212075,Urawa Red Diamonds
1921,205163,
1922,187498,
1923,182122,
1924,232810,
1925,230506,
1926,192617,
1927,239465,
1928,157801,
1929,136553,
1930,198011,
1931,239738,
1932,173178,
1933,223610,
1934,221050,
1935,214906,
1936,209018,
1937,241785,
1938,233849,
1939,134777,
1940,191096,
1941,212088,Al Ahli
1942,199800,
1943,197496,
1944,213367,
1945,201079,
1946,211848,
1947,209800,
1948,198024,
1949,245383,
1950,236167,
1951,234119,
1952,216199,
1953,214151,
1954,205447,
1955,232582,
1956,214406,
1957,210566,
1958,140422,
1959,204422,
1960,202630,
1961,193157,
1962,206485,
1963,140181,
1964,235156,
1965,199572,
1966,193939,
1967,246419,
1968,241811,
1969,239763,
1970,220051,
1971,216467,
1972,208019,
1973,200595,
1974,193426,
1975,191378,
1976,125586,
1977,229266,
1978,205216,
1979,199840,
1980,241823,
1981,236447,
1982,236191,
1983,229023,
1984,221855,
1985,187550,
1986,186270,
1987,237214,
1988,231070,
1989,230046,
1990,227998,
1991,223134,
1992,221854,
1993,202910,
1994,225455,
1995,208047,
1996,247470,
1997,234413,
1998,214957,
1999,243628,
2000,232620,
2001,222636,
2002,193195,
2003,184747,
2004,239787,
2005,235947,
2006,234667,
2007,232875,
