Player_Id,Overall_Rating,Potential,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,Freekick_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing_Tackle,Sliding_Tackle,Log_Value_Euro,Age,Log_Predicted_Value_Euro,Player_Name,Value_Euro,Predicted_Value_Euro
192119,89.0,90.0,14.0,14.0,13.0,33.0,12.0,13.0,19.0,20.0,35.0,23.0,46.0,52.0,61.0,84.0,45.0,36.0,68.0,38.0,70.0,17.0,23.0,15.0,13.0,44.0,27.0,66.0,20.0,18.0,16.0,17.795192211866237,26,12.993326011512872,T. Courtois,"53,500,000","439,470"
192448,89.0,92.0,18.0,14.0,11.0,42.0,14.0,17.0,18.0,12.0,47.0,18.0,38.0,50.0,37.0,86.0,43.0,22.0,79.0,35.0,78.0,10.0,43.0,22.0,11.0,70.0,25.0,70.0,25.0,13.0,10.0,17.875953568510692,26,14.018167287597098,M. ter Stegen,"57,999,999","1,224,652"
194765,89.0,90.0,82.0,89.0,84.0,84.0,87.0,87.0,86.0,84.0,78.0,90.0,88.0,85.0,90.0,90.0,82.0,82.0,90.0,86.0,62.0,82.0,73.0,49.0,91.0,85.0,83.0,89.0,59.0,54.0,48.0,18.172219384653864,27,16.682566165529504,A. Griezmann,"77,999,999","17,585,164"
209331,89.0,90.0,78.0,90.0,59.0,83.0,76.0,89.0,83.0,60.0,74.0,88.0,94.0,91.0,91.0,92.0,88.0,80.0,68.0,84.0,70.0,83.0,63.0,55.0,92.0,84.0,75.0,91.0,38.0,43.0,41.0,18.178609182752638,26,13.38202971509197,M. Salah,"78,500,000","648,248"
211110,89.0,94.0,82.0,84.0,68.0,87.0,88.0,92.0,88.0,88.0,75.0,92.0,87.0,83.0,91.0,86.0,85.0,82.0,75.0,80.0,65.0,88.0,48.0,32.0,84.0,87.0,86.0,84.0,23.0,20.0,20.0,18.304146927696415,25,13.18823551104471,P. Dybala,"89,000,000","534,045"
232363,86.0,93.0,40.0,42.0,82.0,73.0,40.0,59.0,34.0,30.0,69.0,67.0,70.0,73.0,48.0,83.0,51.0,50.0,78.0,77.0,85.0,30.0,86.0,86.0,30.0,57.0,56.0,81.0,92.0,89.0,84.0,17.795192211866237,24,12.976958707063263,M. Škriniar,"53,500,000","432,336"
135507,87.0,87.0,68.0,69.0,66.0,85.0,74.0,77.0,70.0,72.0,83.0,82.0,68.0,67.0,72.0,89.0,78.0,83.0,78.0,84.0,76.0,78.0,87.0,89.0,70.0,75.0,61.0,79.0,87.0,86.0,80.0,16.835935444108635,33,13.200076204221896,Fernandinho,"20,499,999","540,406"
167664,87.0,87.0,68.0,91.0,79.0,74.0,88.0,83.0,74.0,62.0,59.0,84.0,70.0,72.0,75.0,86.0,69.0,86.0,79.0,70.0,85.0,80.0,50.0,20.0,92.0,74.0,70.0,86.0,35.0,22.0,18.0,17.697074355907713,31,12.692572168913074,G. Higuaín,"48,500,000","325,322"
168651,87.0,87.0,84.0,79.0,59.0,87.0,84.0,82.0,88.0,82.0,90.0,85.0,66.0,62.0,73.0,80.0,66.0,84.0,39.0,83.0,71.0,87.0,67.0,81.0,80.0,86.0,82.0,86.0,76.0,75.0,73.0,17.654962870557586,30,10.904520573651663,I. Rakitić,"46,500,000","54,421"
172871,87.0,87.0,72.0,56.0,80.0,79.0,52.0,71.0,63.0,73.0,74.0,77.0,61.0,65.0,61.0,85.0,60.0,80.0,85.0,75.0,79.0,66.0,84.0,89.0,60.0,68.0,66.0,83.0,89.0,87.0,88.0,17.341871082580436,31,12.60928033613059,J. Vertonghen,"34,000,000","299,323"
175943,87.0,87.0,77.0,86.0,35.0,82.0,70.0,91.0,82.0,79.0,74.0,89.0,93.0,85.0,94.0,88.0,92.0,80.0,60.0,75.0,42.0,81.0,59.0,36.0,87.0,83.0,79.0,81.0,25.0,40.0,40.0,17.622173047734595,31,14.076963168231835,D. Mertens,"45,000,000","1,298,815"
176676,87.0,87.0,90.0,73.0,75.0,84.0,61.0,90.0,85.0,67.0,78.0,92.0,83.0,82.0,86.0,87.0,86.0,83.0,76.0,89.0,78.0,70.0,84.0,83.0,85.0,82.0,59.0,86.0,71.0,82.0,83.0,17.41282281855272,30,12.523810599156338,Marcelo,"36,499,999","274,803"
184087,87.0,88.0,64.0,45.0,82.0,79.0,38.0,62.0,63.0,69.0,85.0,75.0,61.0,67.0,60.0,88.0,50.0,78.0,84.0,76.0,79.0,65.0,81.0,87.0,58.0,67.0,58.0,84.0,90.0,91.0,86.0,17.599700191882537,30,14.428076649071354,T. Alderweireld,"44,000,000","1,845,160"
189332,87.0,87.0,87.0,73.0,70.0,84.0,60.0,80.0,80.0,63.0,74.0,84.0,93.0,93.0,90.0,83.0,85.0,64.0,81.0,91.0,61.0,66.0,77.0,84.0,80.0,76.0,59.0,82.0,74.0,84.0,84.0,17.45309671769066,29,13.237217983371343,Jordi Alba,"37,999,999","560,855"
189509,87.0,87.0,72.0,69.0,54.0,90.0,90.0,90.0,85.0,77.0,87.0,90.0,78.0,69.0,90.0,86.0,86.0,76.0,75.0,75.0,59.0,79.0,56.0,78.0,79.0,86.0,75.0,85.0,67.0,67.0,71.0,17.757092365633966,27,12.459411347056912,Thiago,"51,500,000","257,663"
192387,87.0,87.0,55.0,90.0,81.0,74.0,87.0,83.0,70.0,51.0,49.0,83.0,78.0,85.0,77.0,87.0,63.0,86.0,77.0,80.0,76.0,80.0,77.0,40.0,91.0,65.0,78.0,81.0,34.0,33.0,32.0,17.7667542765457,29,14.004101433486596,C. Immobile,"51,999,999","1,207,546"
193041,87.0,87.0,11.0,15.0,11.0,30.0,11.0,16.0,11.0,15.0,37.0,19.0,54.0,53.0,60.0,84.0,61.0,21.0,74.0,39.0,75.0,13.0,32.0,20.0,16.0,68.0,25.0,67.0,28.0,14.0,14.0,17.23323724157764,32,11.581615616166285,K. Navas,"30,500,000","107,110"
197781,87.0,90.0,75.0,79.0,55.0,86.0,65.0,94.0,88.0,76.0,81.0,95.0,75.0,69.0,87.0,77.0,90.0,69.0,64.0,70.0,59.0,85.0,58.0,64.0,78.0,86.0,76.0,86.0,60.0,64.0,51.0,17.95067711470663,26,14.01449365197774,Isco,"62,499,999","1,220,161"
198710,87.0,88.0,90.0,83.0,62.0,89.0,90.0,85.0,89.0,86.0,83.0,90.0,73.0,67.0,83.0,85.0,76.0,86.0,54.0,70.0,68.0,92.0,64.0,55.0,80.0,88.0,81.0,87.0,52.0,41.0,44.0,17.893048001869992,27,14.37841983400445,J. Rodríguez,"58,999,999","1,755,773"
200145,87.0,89.0,58.0,64.0,76.0,83.0,61.0,69.0,63.0,74.0,82.0,78.0,61.0,66.0,62.0,86.0,66.0,86.0,88.0,87.0,89.0,81.0,89.0,86.0,69.0,77.0,66.0,84.0,84.0,87.0,86.0,17.73748389424559,27,16.565143350160763,Casemiro,"50,500,000","15,636,888"
201399,87.0,90.0,46.0,91.0,91.0,73.0,85.0,77.0,58.0,45.0,54.0,81.0,77.0,78.0,76.0,88.0,76.0,84.0,94.0,69.0,76.0,70.0,56.0,22.0,92.0,64.0,82.0,85.0,45.0,24.0,20.0,17.982175781766,26,15.904971016154501,M. Icardi,"64,499,999","8,080,554"
206585,84.0,90.0,25.0,11.0,17.0,32.0,18.0,10.0,25.0,19.0,36.0,16.0,34.0,33.0,41.0,79.0,39.0,25.0,71.0,37.0,51.0,14.0,18.0,21.0,15.0,55.0,24.0,63.0,19.0,18.0,16.0,17.24949776244942,24,13.051988150132733,Kepa,"30,999,999","466,022"
208670,84.0,86.0,84.0,68.0,53.0,86.0,77.0,84.0,90.0,78.0,89.0,83.0,76.0,74.0,86.0,83.0,78.0,80.0,38.0,86.0,59.0,76.0,72.0,62.0,76.0,88.0,72.0,83.0,52.0,66.0,36.0,17.45309671769066,25,13.356089407288037,H. Ziyech,"37,999,999","631,649"
209499,84.0,88.0,79.0,66.0,75.0,83.0,47.0,76.0,71.0,53.0,80.0,82.0,69.0,72.0,69.0,83.0,67.0,78.0,75.0,92.0,79.0,65.0,85.0,84.0,70.0,77.0,91.0,84.0,84.0,86.0,84.0,17.341871082580436,25,15.365354547553057,Fabinho,"34,000,000","4,710,735"
211300,84.0,90.0,76.0,84.0,69.0,78.0,74.0,88.0,84.0,54.0,60.0,87.0,88.0,89.0,85.0,82.0,81.0,84.0,74.0,76.0,75.0,80.0,58.0,42.0,83.0,74.0,81.0,82.0,34.0,39.0,36.0,17.565014633894645,23,14.166360935819293,A. Martial,"42,499,999","1,420,274"
212188,84.0,87.0,69.0,87.0,77.0,77.0,85.0,83.0,63.0,56.0,55.0,84.0,93.0,93.0,81.0,86.0,76.0,78.0,78.0,83.0,64.0,70.0,63.0,37.0,85.0,61.0,72.0,74.0,39.0,20.0,19.0,17.50439001207821,23,14.168938863918498,T. Werner,"40,000,000","1,423,940"
212190,84.0,90.0,30.0,20.0,86.0,78.0,31.0,42.0,28.0,30.0,63.0,63.0,52.0,84.0,33.0,79.0,33.0,77.0,38.0,65.0,94.0,62.0,82.0,82.0,26.0,30.0,32.0,72.0,83.0,85.0,83.0,17.41282281855272,23,14.673884812126616,N. Süle,"36,499,999","2,359,321"
212198,84.0,88.0,84.0,74.0,58.0,85.0,84.0,83.0,86.0,85.0,84.0,86.0,79.0,76.0,77.0,84.0,78.0,87.0,72.0,91.0,67.0,88.0,66.0,71.0,81.0,86.0,82.0,84.0,66.0,66.0,57.0,17.516812532076766,24,16.937623274771234,Bruno Fernandes,"40,499,999","22,694,275"
212462,84.0,86.0,89.0,65.0,74.0,83.0,67.0,82.0,87.0,79.0,86.0,82.0,84.0,85.0,73.0,83.0,70.0,80.0,81.0,92.0,68.0,75.0,78.0,80.0,76.0,74.0,73.0,80.0,80.0,81.0,79.0,17.24949776244942,26,16.617617890196843,Alex Telles,"30,999,999","16,479,337"
216460,84.0,88.0,47.0,37.0,81.0,68.0,30.0,47.0,36.0,44.0,58.0,56.0,69.0,70.0,56.0,76.0,43.0,72.0,90.0,67.0,85.0,48.0,89.0,85.0,24.0,27.0,38.0,73.0,88.0,86.0,87.0,17.341871082580436,24,13.424558679605697,J. Giménez,"34,000,000","676,412"
216594,84.0,88.0,83.0,82.0,49.0,83.0,77.0,90.0,81.0,79.0,75.0,89.0,79.0,79.0,84.0,80.0,91.0,84.0,69.0,77.0,82.0,82.0,73.0,28.0,81.0,81.0,76.0,89.0,31.0,37.0,25.0,17.516812532076766,25,11.409256290605315,N. Fekir,"40,499,999","90,152"
220793,84.0,88.0,36.0,40.0,80.0,77.0,28.0,63.0,30.0,27.0,67.0,73.0,72.0,79.0,60.0,80.0,55.0,66.0,73.0,76.0,83.0,44.0,87.0,82.0,34.0,49.0,44.0,75.0,84.0,85.0,88.0,17.341871082580436,22,10.482757023280008,D. Sánchez,"34,000,000","35,694"
220834,84.0,89.0,82.0,80.0,57.0,83.0,79.0,85.0,83.0,76.0,81.0,85.0,85.0,82.0,79.0,82.0,76.0,86.0,58.0,76.0,61.0,88.0,45.0,45.0,82.0,82.0,62.0,83.0,40.0,42.0,39.0,17.541203985200926,23,13.898966783385132,Marco Asensio,"41,499,999","1,087,037"
231443,84.0,92.0,81.0,78.0,43.0,79.0,76.0,91.0,82.0,64.0,70.0,83.0,94.0,93.0,90.0,82.0,85.0,83.0,59.0,76.0,52.0,76.0,54.0,36.0,79.0,84.0,75.0,82.0,42.0,30.0,33.0,17.64415195445337,21,14.778157696723401,O. Dembélé,"46,000,000","2,618,619"
41,85.0,85.0,77.0,69.0,54.0,90.0,75.0,88.0,80.0,70.0,84.0,91.0,70.0,66.0,79.0,84.0,84.0,67.0,47.0,58.0,58.0,70.0,58.0,65.0,78.0,93.0,71.0,89.0,68.0,57.0,56.0,16.733281290048552,34,15.375211224394583,Iniesta,"18,499,999","4,757,396"
41236,85.0,85.0,73.0,86.0,83.0,79.0,86.0,79.0,82.0,82.0,73.0,84.0,58.0,59.0,75.0,82.0,39.0,90.0,68.0,61.0,86.0,82.0,84.0,20.0,85.0,79.0,89.0,90.0,28.0,37.0,24.0,16.454567887579532,37,15.390184903791798,Z. Ibrahimović,"13,999,999","4,829,168"
205498,83.0,84.0,75.0,57.0,56.0,89.0,71.0,82.0,75.0,76.0,87.0,85.0,70.0,61.0,77.0,82.0,73.0,71.0,58.0,79.0,66.0,62.0,79.0,76.0,68.0,87.0,84.0,79.0,62.0,77.0,70.0,17.216707939626428,27,13.349187945962424,Jorginho,"29,999,999","627,304"
205678,83.0,83.0,80.0,80.0,45.0,82.0,74.0,82.0,74.0,60.0,71.0,82.0,90.0,89.0,93.0,80.0,88.0,79.0,69.0,84.0,58.0,77.0,47.0,52.0,83.0,77.0,75.0,82.0,55.0,40.0,40.0,17.073607095985757,29,13.299198326219804,E. Višća,"26,000,000","596,717"
206113,83.0,87.0,74.0,81.0,46.0,79.0,83.0,87.0,64.0,62.0,68.0,83.0,92.0,90.0,86.0,81.0,88.0,85.0,64.0,68.0,68.0,81.0,63.0,38.0,80.0,74.0,68.0,74.0,45.0,48.0,45.0,17.341871082580436,23,13.522249680324062,S. Gnabry,"34,000,000","745,827"
207410,83.0,89.0,73.0,62.0,42.0,87.0,76.0,88.0,78.0,68.0,82.0,89.0,84.0,74.0,85.0,74.0,85.0,79.0,63.0,82.0,65.0,75.0,77.0,76.0,71.0,88.0,59.0,81.0,69.0,74.0,63.0,17.37085861945369,24,12.106815278429238,M. Kovačić,"35,000,000","181,101"
207566,83.0,86.0,68.0,52.0,73.0,81.0,50.0,78.0,79.0,50.0,84.0,80.0,62.0,67.0,51.0,75.0,51.0,70.0,69.0,85.0,92.0,59.0,78.0,81.0,64.0,81.0,60.0,89.0,82.0,83.0,67.0,17.111347423968603,26,12.775057982982958,William Carvalho,"26,999,999","353,294"
207863,83.0,84.0,45.0,39.0,81.0,74.0,44.0,57.0,32.0,30.0,67.0,62.0,60.0,67.0,52.0,77.0,57.0,46.0,90.0,78.0,86.0,41.0,92.0,81.0,34.0,50.0,47.0,75.0,85.0,85.0,79.0,16.929025867174648,29,12.914055115711722,Felipe,"22,499,999","405,978"
208418,83.0,86.0,78.0,79.0,53.0,77.0,68.0,88.0,81.0,78.0,71.0,87.0,89.0,87.0,88.0,83.0,71.0,84.0,68.0,74.0,59.0,75.0,61.0,18.0,81.0,71.0,74.0,75.0,58.0,39.0,26.0,17.312018119430753,25,13.358374592869914,Y. Carrasco,"32,999,999","633,094"
208618,83.0,83.0,83.0,72.0,56.0,83.0,58.0,82.0,82.0,71.0,75.0,82.0,86.0,82.0,86.0,85.0,84.0,80.0,68.0,90.0,57.0,76.0,72.0,62.0,82.0,83.0,56.0,75.0,62.0,62.0,61.0,17.111347423968603,27,14.500651480988356,Lucas Vázquez,"26,999,999","1,984,051"
208808,83.0,83.0,79.0,86.0,60.0,78.0,69.0,84.0,75.0,76.0,73.0,82.0,90.0,91.0,87.0,82.0,79.0,82.0,82.0,83.0,61.0,83.0,60.0,33.0,79.0,81.0,74.0,78.0,36.0,30.0,32.0,17.14771506813948,27,11.843081249528122,Q. Promes,"28,000,000","139,118"
209658,83.0,88.0,75.0,73.0,80.0,84.0,68.0,81.0,76.0,75.0,79.0,83.0,84.0,79.0,76.0,84.0,70.0,78.0,74.0,86.0,72.0,80.0,80.0,82.0,79.0,82.0,60.0,80.0,72.0,76.0,74.0,17.341871082580436,24,12.991749275793,L. Goretzka,"34,000,000","438,778"
210008,83.0,87.0,70.0,69.0,77.0,85.0,72.0,79.0,73.0,59.0,83.0,83.0,73.0,74.0,79.0,83.0,72.0,80.0,73.0,82.0,80.0,79.0,76.0,80.0,76.0,80.0,67.0,84.0,70.0,81.0,75.0,17.312018119430753,23,12.749038730100114,A. Rabiot,"32,999,999","344,220"
210413,83.0,90.0,36.0,30.0,77.0,72.0,28.0,65.0,36.0,24.0,71.0,70.0,63.0,69.0,60.0,78.0,53.0,64.0,78.0,75.0,81.0,46.0,85.0,86.0,31.0,45.0,34.0,76.0,88.0,86.0,82.0,17.24949776244942,24,14.597462746227158,A. Romagnoli,"30,999,999","2,185,735"
210514,83.0,89.0,86.0,58.0,64.0,79.0,62.0,85.0,83.0,69.0,75.0,84.0,91.0,91.0,78.0,83.0,74.0,80.0,73.0,90.0,66.0,66.0,73.0,77.0,78.0,74.0,46.0,77.0,79.0,79.0,79.0,17.19990082131005,24,12.711449868959988,João Cancelo,"29,500,000","331,522"
212523,83.0,87.0,78.0,80.0,77.0,81.0,76.0,82.0,86.0,87.0,79.0,84.0,77.0,76.0,76.0,79.0,65.0,84.0,58.0,76.0,72.0,88.0,67.0,58.0,86.0,81.0,71.0,74.0,55.0,62.0,42.0,17.341871082580436,25,12.389458311201723,Anderson Talisca,"34,000,000","240,255"
213345,83.0,88.0,81.0,77.0,52.0,77.0,77.0,88.0,84.0,70.0,63.0,83.0,95.0,93.0,88.0,82.0,84.0,78.0,75.0,76.0,63.0,73.0,36.0,23.0,79.0,75.0,70.0,75.0,29.0,17.0,15.0,17.356469882001587,22,10.697967035993493,K. Coman,"34,499,999","44,265"
213565,83.0,89.0,83.0,75.0,54.0,84.0,76.0,85.0,85.0,81.0,75.0,86.0,86.0,84.0,87.0,79.0,86.0,79.0,71.0,79.0,63.0,78.0,63.0,66.0,78.0,84.0,68.0,80.0,55.0,59.0,63.0,17.385043254445645,23,13.77593187194539,T. Lemar,"35,500,000","961,194"
213331,82.0,87.0,35.0,20.0,80.0,74.0,24.0,55.0,30.0,27.0,69.0,64.0,64.0,77.0,48.0,81.0,44.0,44.0,72.0,63.0,93.0,25.0,76.0,80.0,27.0,61.0,38.0,75.0,80.0,87.0,84.0,17.034386382832476,23,12.914727720728436,J. Tah,"25,000,000","406,251"
216409,82.0,85.0,80.0,74.0,40.0,80.0,75.0,84.0,79.0,77.0,76.0,84.0,85.0,86.0,90.0,79.0,82.0,78.0,50.0,79.0,45.0,82.0,63.0,38.0,77.0,75.0,70.0,79.0,63.0,29.0,29.0,17.14771506813948,25,13.561393876485562,M. Politano,"28,000,000","775,601"
220440,82.0,88.0,36.0,23.0,80.0,78.0,24.0,60.0,25.0,27.0,69.0,76.0,72.0,73.0,62.0,81.0,60.0,58.0,85.0,73.0,80.0,35.0,80.0,82.0,50.0,60.0,43.0,78.0,85.0,84.0,80.0,17.073607095985757,23,14.386553887249809,C. Lenglet,"26,000,000","1,770,112"
221087,82.0,87.0,24.0,19.0,15.0,38.0,17.0,18.0,23.0,21.0,41.0,16.0,45.0,52.0,40.0,74.0,57.0,21.0,71.0,42.0,52.0,18.0,39.0,16.0,20.0,62.0,25.0,62.0,19.0,20.0,11.0,16.883563493097892,24,15.066961045866623,Pau López,"21,500,000","3,495,409"
221992,82.0,87.0,75.0,77.0,58.0,74.0,75.0,84.0,72.0,65.0,67.0,81.0,94.0,93.0,91.0,82.0,76.0,76.0,67.0,80.0,59.0,76.0,64.0,45.0,78.0,75.0,64.0,77.0,42.0,35.0,29.0,17.19990082131005,23,13.0963032955284,H. Lozano,"29,500,000","487,138"
222737,82.0,89.0,79.0,75.0,57.0,80.0,71.0,85.0,77.0,81.0,73.0,85.0,87.0,82.0,92.0,79.0,84.0,85.0,58.0,74.0,64.0,85.0,53.0,26.0,78.0,81.0,68.0,78.0,21.0,28.0,17.0,17.26549810379586,22,14.224394391414991,Malcom,"31,499,999","1,505,136"
223959,82.0,87.0,74.0,50.0,59.0,83.0,65.0,78.0,70.0,78.0,77.0,81.0,81.0,74.0,85.0,79.0,93.0,78.0,52.0,85.0,66.0,74.0,86.0,86.0,65.0,74.0,48.0,78.0,84.0,84.0,77.0,17.034386382832476,23,12.500831092909644,L. Torreira,"25,000,000","268,560"
224411,82.0,86.0,78.0,75.0,60.0,77.0,71.0,86.0,76.0,70.0,69.0,81.0,89.0,90.0,85.0,80.0,78.0,81.0,65.0,75.0,62.0,77.0,67.0,50.0,77.0,77.0,69.0,80.0,24.0,34.0,30.0,17.182806387950748,22,14.023980194510443,Gonçalo Guedes,"29,000,000","1,231,791"
226226,82.0,88.0,75.0,77.0,59.0,82.0,69.0,84.0,82.0,72.0,84.0,84.0,77.0,79.0,82.0,80.0,81.0,80.0,64.0,80.0,69.0,76.0,65.0,65.0,79.0,84.0,60.0,79.0,61.0,67.0,67.0,17.216707939626428,22,13.621728806808575,G. Lo Celso,"29,999,999","823,837"
226271,82.0,90.0,72.0,79.0,67.0,80.0,67.0,83.0,75.0,59.0,80.0,83.0,69.0,67.0,73.0,79.0,66.0,75.0,46.0,75.0,70.0,83.0,68.0,77.0,80.0,84.0,67.0,77.0,70.0,78.0,75.0,17.281246460764002,22,13.993676247937493,Fabián,"32,000,000","1,195,023"
228702,82.0,89.0,75.0,52.0,64.0,87.0,64.0,86.0,82.0,64.0,82.0,88.0,80.0,78.0,84.0,83.0,78.0,68.0,76.0,74.0,69.0,57.0,64.0,78.0,66.0,85.0,45.0,86.0,69.0,73.0,70.0,17.24949776244942,21,15.758200127566933,F. de Jong,"30,999,999","6,977,492"
230168,82.0,82.0,10.0,8.0,11.0,18.0,8.0,9.0,9.0,18.0,16.0,21.0,41.0,42.0,34.0,82.0,41.0,21.0,67.0,29.0,79.0,7.0,34.0,23.0,27.0,71.0,14.0,67.0,20.0,17.0,13.0,16.454567887579532,31,13.994900908077144,Raphaelito Anjos,"13,999,999","1,196,487"
230225,82.0,82.0,40.0,56.0,83.0,67.0,63.0,60.0,72.0,58.0,58.0,64.0,68.0,74.0,61.0,78.0,63.0,74.0,91.0,76.0,79.0,61.0,86.0,82.0,58.0,50.0,62.0,70.0,77.0,85.0,84.0,15.687312734865866,35,12.948721870549972,Juiano Mestres,"6,500,000","420,299"
230258,82.0,82.0,61.0,53.0,70.0,82.0,57.0,77.0,54.0,57.0,78.0,76.0,80.0,81.0,72.0,80.0,80.0,60.0,43.0,93.0,68.0,59.0,75.0,82.0,58.0,77.0,77.0,81.0,83.0,86.0,80.0,16.61887093887081,31,14.595049653306294,Rosberto Dourado,"16,500,000","2,180,467"
230658,82.0,90.0,70.0,72.0,58.0,86.0,63.0,83.0,68.0,60.0,80.0,84.0,68.0,70.0,79.0,81.0,90.0,76.0,78.0,78.0,62.0,74.0,73.0,75.0,77.0,84.0,69.0,86.0,65.0,76.0,70.0,17.296750647299966,22,14.848123391361092,Arthur,"32,500,000","2,808,394"
231866,82.0,87.0,63.0,64.0,75.0,84.0,59.0,77.0,65.0,54.0,80.0,82.0,70.0,66.0,69.0,80.0,72.0,70.0,69.0,82.0,75.0,76.0,63.0,81.0,75.0,83.0,46.0,83.0,71.0,79.0,74.0,17.182806387950748,22,13.398323908623093,Rodri,"29,000,000","658,897"
183498,82.0,82.0,70.0,70.0,75.0,80.0,76.0,75.0,67.0,55.0,83.0,79.0,68.0,69.0,67.0,82.0,71.0,87.0,77.0,88.0,77.0,86.0,80.0,80.0,82.0,78.0,45.0,78.0,78.0,80.0,82.0,16.012735135300492,34,13.50078642202718,M. Parolo,"8,999,999","729,990"
183574,82.0,82.0,81.0,83.0,63.0,84.0,80.0,82.0,80.0,69.0,80.0,85.0,69.0,67.0,74.0,85.0,76.0,81.0,65.0,71.0,72.0,79.0,63.0,41.0,85.0,84.0,91.0,86.0,57.0,38.0,34.0,16.883563493097892,30,12.045683567308332,M. Kruse,"21,500,000","170,362"
